"Nombre del proyecto","Photo","Nombre Marketing","Ciudad","PLZ","Straße","Standortart","Propietario","Contactperson","Telephone","Email","Ratecard (PRECIO TOTAL)","Media","Producción","Forecasted Sales","Gross Profit blowUP","Magic 7","Date of creation ZD-Project","Último cambio","Estado","Probabilidad","Location Completion Chance","Location Approval Chance","Montaje","Demontaje","1er. Responsable BU","Development Note","GEO_Width","GEO_Length"
"Rambla Catalunya 61 / Aragó","","Rambla Catalunya 61 / Aragó","Barcelona","08007","","Andamio","CATREALSTATE","Nacho Castella","93-4671115","ncastella@catrealstate.com","393,036.70 €","350,000.00 €","31,764.70 €","1,076,403.97 €","314,809.97 €","A","12.01.2018","11.03.2019","Contrato firmado","100%","50%","100%","01.05.2019","31.12.2019","Ramon, Silvia","08.03.2019 Ramon, Silvia (Phonecall): They inform us that the site is for us !","41.390744","2.163421"
"Rambla Catalunya 63","","Rambla Catalunya 63","Barcelona","08008","Rambla Catalunya 63","Andamio","","","","","220,000.00 €","200,000.00 €","20,000.00 €","572,500.00 €","236,885.00 €","A","20.07.2006","13.02.2015","Contrato firmado","100%","75%","100%","01.03.2015","31.07.2015","Ramon, Silvia","","41.391068","2.163074"
"Rambla Catalunya 64","","Rambla Catalunya 64","Barcelona","08008","","Andamio","","","","","0.00 €","0.00 €","0.00 €","0.00 €","0.00 €","C","31.05.2013","21.01.2014","Negociaciones interrumpidas","50%","50%","100%","01.03.2014","31.05.2014","Ramon, Silvia","","0.000000","0.000000"
"Rambla Catalunya 65 ","","Rambla Catalunya 65 / Aragó","Barcelona","08037","","Andamio","","","","","60,882.35 €","55,000.00 €","5,882.35 €","35,998.53 €","32,373.53 €","B","14.04.2011","23.05.2011","Contrato firmado","100%","","","01.06.2011","30.06.2011","Ramon, Silvia","","41.391275","2.162978"
"Rambla Catalunya 72","","Rambla Catalunya 72 / València","Barcelona","08008","","Andamio","FEBRER","Josep Mª Febrer","933019664","jml@fincasfebrer.com","0.00 €","0.00 €","0.00 €","0.00 €","0.00 €","B","01.02.2012","07.05.2018","Negociaciones interrumpidas","25%","25%","100%","01.02.2012","31.08.2012","Ramon, Silvia","","0.000000","0.000000"
"Rambla Catalunya 74","","Rambla Catalunya 74 / València","Barcelona","08008","","Andamio","","","","","119,117.65 €","105,000.00 €","14,117.65 €","250,402.95 €","97,434.45 €","B","09.05.2011","21.09.2011","Contrato firmado","100%","","","01.11.2011","31.12.2012","Ramon, Silvia","","41.391650","2.164942"
"Rambla Catalunya 7-9","","Rambla Catalunya 7-9","Barcelona","08001","","Andamio","Laborde","Miquel Laborde","933183663","mlaborde@labordemarcet.com","84,411.76 €","75,000.00 €","9,411.76 €","180,470.58 €","71,590.58 €","B","15.02.2013","12.09.2014","Negociaciones interrumpidas","50%","25%","100%","01.06.2014","30.09.2014","Ramon, Silvia","","0.000000","0.000000"
"Rambla Catalunya 85","","Rambla Catalunya 85","Barcelona","08008","","Andamio","","","","","0.00 €","0.00 €","0.00 €","0.00 €","0.00 €","C","18.06.2012","21.11.2012","Negociaciones interrumpidas","25%","","","02.10.2012","31.01.2013","Ramon, Silvia","","0.000000","0.000000"
"Rambla Catalunya 87 / Mallorca","","Rambla Catalunya 87 / Mallorca","Barcelona","08008","","Medianera","CAFUR","","93 318 23 74","","208,401.41 €","180,000.00 €","17,129.41 €","259,746.00 €","85,100.00 €","B","03.10.2019","15.11.2019","Perdido ante la competencia","50%","50%","100%","01.02.2020","31.07.2020","Ramon, Silvia","15.11.2019 Ramon, Silvia (Others): Lost to competiror for Price reasons","41.392714","2.161286"
"Rambla Catalunya 88","","Rambla Catalunya 88","Barcelona","08008","Rambla Catalunya 88","Andamio","Victoria Esteve","","934883300  ","vesteve@barnaquatre.com","305,272.00 €","275,000.00 €","19,200.00 €","369,253.50 €","171,227.50 €","A","07.07.2022","31.10.2022","Contrato firmado","100%","100%","100%","01.02.2023","30.06.2023","Canela, Miguel","","41.000000","2.000000"
"Rambla Catatunya 29","","Rambla Catalunya 29","Barcelona","08001","","Andamio","CASTMOR","Daniel Castilla","933010666","daniel.castilla@castmor.eu","0.00 €","0.00 €","0.00 €","0.00 €","0.00 €","B","06.05.2013","21.02.2019","Negociaciones interrumpidas","50%","50%","75%","01.09.2016","30.04.2017","Carranza, Laura","","0.000000","0.000000"
"Rambla de Catalunya 86","","Rambla de Catalunya 86","Barcelona","08008","","Andamio","","","","","0.00 €","0.00 €","0.00 €","0.00 €","0.00 €","C","09.11.2007","04.12.2008","Perdido ante la competencia","","","","03.03.2008","30.06.2008","Morata, Rosi","","0.000000","0.000000"
"Rambla de Catalunya 86","","Rambla de Catalunya 86","Barcelona","08008","","Andamio","","","","","0.00 €","0.00 €","0.00 €","0.00 €","0.00 €","C","09.11.2007","04.12.2008","Perdido ante la competencia","","","","03.03.2008","30.06.2008","Morata, Rosi","","0.000000","0.000000"
"Rambla de Catalunya, 27","","Rambla de Catalunya, 27","Barcelona","08008","Rambla de Catalunya, 27","Andamio","","","","","87,058.00 €","80,000.00 €","7,058.00 €","108,587.70 €","103,202.70 €","C","17.10.2007","11.06.2008","Contrato firmado","100%","","","01.09.2008","31.03.2009","Morata, Rosi","","0.000000","0.000000"
"Rambla de Catalunya, 7-9","","Rambla de Catalunya, 7-9","Barcelona","01","","Andamio","Balmes 370",".","934053976","info@imapinmobiliario.com","0.00 €","0.00 €","0.00 €","0.00 €","-4,840.00 €","C","14.11.2008","07.05.2018","Negociaciones interrumpidas","0%","0%","0%","01.01.2009","30.06.2009","Morata, Rosi","","0.000000","0.000000"
"Rambla de Catalunya, 86","","Rambla de Catalunya, 86","Barcelona","08008","","Andamio","","","","","0.00 €","0.00 €","0.00 €","0.00 €","0.00 €","C","13.11.2007","31.10.2008","Perdido ante la competencia","","","","02.02.2009","31.07.2009","Morata, Rosi","","0.000000","0.000000"
"Ramblas 105","","Ramblas 105 / Portaferrissa","Barcelona","08002","","Andamio","Derby Hoteles","Edgar Sanchez","93 366 88 00","edgar@racan.net","64,411.76 €","55,000.00 €","9,411.76 €","38,292.64 €","31,896.64 €","C","06.07.2009","27.01.2010","Contrato firmado","100%","","","01.02.2010","04.06.2010","Ramon, Silvia","","0.000000","0.000000"
"Ramblas 106","","Ramblas 106","Barcelona","0800000","Ramblas 106","Andamio","","","","","4,950.00 €","0.00 €","4,950.00 €","0.00 €","-300.00 €","C","06.02.2006","29.09.2008","Negociaciones interrumpidas","","","","01.03.2006","31.05.2006","Morata, Rosi","","0.000000","0.000000"
"Ramblas 11","","Ramblas 11","Barcelona","08001","Ramblas 11","Andamio","","","","","0.00 €","0.00 €","0.00 €","0.00 €","0.00 €","C","21.11.2006","29.09.2008","Negociaciones interrumpidas","","","","01.05.2008","31.08.2008","Morata, Rosi","","0.000000","0.000000"
"Ramblas 120","","Ramblas 120","Barcelona","08001","","Andamio","Balmes 370",".","934053976","info@imapinmobiliario.com","0.00 €","0.00 €","0.00 €","0.00 €","0.00 €","C","08.08.2014","07.05.2018","Negociaciones interrumpidas","50%","50%","100%","01.12.2014","30.04.2015","Ramon, Silvia","","0.000000","0.000000"
"Ramblas 124","","La Rambla 124","Barcelona","08001","","Andamio","","","","","0.00 €","0.00 €","0.00 €","0.00 €","0.00 €","C","04.10.2016","04.11.2016","Negociaciones interrumpidas","50%","50%","100%","01.12.2016","31.10.2017","Ramon, Silvia","","0.000000","0.000000"
"Ramblas 125","","Ramblas 125 / Plaza Catalunya","Barcelona","08001","Ramblas","Andamio","GURGUI","Jordi Gurgui","93-2150594","jgurgui@telefonica.net","189,955.18 €","170,000.00 €","12,941.18 €","567,084.02 €","238,075.02 €","B","13.01.2006","26.11.2015","Perdido ante la competencia","50%","50%","100%","01.01.2016","31.12.2016","Ramon, Silvia","30.05.2006 Morata, Rosi (): Nuevo comentario","0.000000","0.000000"
"Ramblas 126 - Hotel Rivoli Ramblas","","Ramblas 126 - Hotel Rivoli Ramblas","Barcelona","08001","","Andamio","Balmes 370",".","934053976","info@imapinmobiliario.com","0.00 €","0.00 €","0.00 €","0.00 €","0.00 €","C","24.10.2013","07.05.2018","Negociaciones interrumpidas","50%","50%","100%","01.09.2014","31.03.2015","Ramon, Silvia","","0.000000","0.000000"
"Ramblas 130","","Ramblas 130","Barcelona","08001","","Andamio","Nuñez y Navarro","Mireia Vizcaya","93 363 69 50","mvizcaya@nyn.es","115,249.29 €","100,000.00 €","8,235.29 €","188,291.99 €","67,337.99 €","C","21.01.2014","23.10.2015","Perdido ante la competencia","50%","50%","100%","01.12.2015","31.03.2016","Ramon, Silvia","","0.000000","0.000000"
"Ramblas 134-136","","Ramblas 134 / Pl. Catalunya","Barcelona","08003","","Andamio","NABARE","Javier Marsans","93-4126469","jmb@icab.es","167,036.70 €","140,000.00 €","15,764.70 €","228,365.99 €","77,219.99 €","B","25.07.2014","12.11.2018","Contrato firmado","100%","50%","100%","01.03.2019","22.06.2020","Ramon, Silvia","","41.384916","2.170794"
"Ramblas 140","","Ramblas 140","Barcelona","08002","","Andamio","","","","","0.00 €","0.00 €","0.00 €","0.00 €","0.00 €","C","10.03.2008","04.12.2008","Perdido ante la competencia","","","","01.12.2008","30.04.2009","Morata, Rosi","","0.000000","0.000000"
"Ramblas 33","","Ramblas 33","Barcelona","08001","","Andamio","Balmes 370",".","934053976","info@imapinmobiliario.com","0.00 €","0.00 €","0.00 €","0.00 €","0.00 €","C","11.05.2012","07.05.2018","Negociaciones interrumpidas","25%","25%","100%","01.09.2012","31.12.2012","Ramon, Silvia","","0.000000","0.000000"
"Ramblas 38","","Ramblas 38","Barcelona","08002","","Andamio","","","","","0.00 €","0.00 €","0.00 €","0.00 €","0.00 €","C","06.07.2009","21.11.2012","Perdido ante la competencia","25%","","","01.10.2009","28.02.2010","Ramon, Silvia","","0.000000","0.000000"
"Ramblas 40-42 / Pl. Real","","Ramblas 40-42 / Pl. Real","Barcelona","08002","","Andamio","ALONSO & PIEDRA","","934870902","","0.00 €","0.00 €","0.00 €","0.00 €","0.00 €","C","26.09.2019","30.09.2019","Negociaciones interrumpidas","50%","50%","75%","01.09.2020","28.02.2021","Ramon, Silvia","30.09.2019 Ramon, Silvia (Dev Note): we reject the site","41.379607","2.175077"
"Ramblas 45-47","","Ramblas 45-47","Barcelona","08001","","Andamio","","","","","107,647.06 €","90,000.00 €","17,647.06 €","183,586.77 €","76,051.77 €","B","30.09.2013","11.07.2014","Perdido ante la competencia","100%","100%","100%","01.02.2014","31.08.2014","Ramon, Silvia","","0.000000","0.000000"
"Ramblas 66","","Ramblas 66","Barcelona","08001","","Andamio","","","","","0.00 €","0.00 €","0.00 €","0.00 €","0.00 €","C","02.10.2015","21.01.2016","Negociaciones interrumpidas","50%","50%","100%","01.12.2015","31.05.2016","Ramon, Silvia","","0.000000","0.000000"
"Ramblas 72","","Ramblas 72","Barcelona","08001","","Andamio","","","","","0.00 €","0.00 €","0.00 €","0.00 €","0.00 €","C","19.07.2013","07.11.2013","Negociaciones interrumpidas","50%","50%","100%","01.11.2013","30.04.2014","Ramon, Silvia","","0.000000","0.000000"
"Ramblas 75","","Ramblas 75 / Liceo","Barcelona","08001","","Andamio","","","","","130,000.00 €","115,000.00 €","15,000.00 €","400,500.00 €","207,170.00 €","B","15.07.2014","04.11.2014","Perdido ante la competencia","75%","75%","100%","01.03.2015","30.11.2015","Ramon, Silvia","","0.000000","0.000000"
"Ramblas 78-80","","Ramblas 78-80","Barcelona","08002","Ramblas 78 - 80","Andamio","","","","","229,214.00 €","200,000.00 €","22,200.00 €","271,242.00 €","107,096.18 €","B","19.05.2022","20.05.2022","Emplazamiento introducido","50%","50%","50%","01.10.2022","30.04.2023","Canela, Miguel","","41.000000","2.000000"
"Ramblas 83.","","Ramblas 83","Barcelona","08001","","Andamio","","","","","70,294.11 €","65,000.00 €","5,294.11 €","85,467.34 €","39,497.34 €","B","18.05.2011","09.02.2017","Negociaciones interrumpidas","50%","25%","100%","01.11.2016","28.02.2017","Ramon, Silvia","","0.000000","0.000000"
"Ramblas 84","","Ramblas 84","Barcelona","08001","","Andamio","Balmes 370","","934053976","info@imapinmobiliario.com","0.00 €","0.00 €","0.00 €","0.00 €","0.00 €","B","30.10.2019","21.07.2020","Negociaciones interrumpidas","50%","50%","75%","01.12.2020","31.05.2021","Ramon, Silvia","05.12.2019 Ramon, Silvia (Phonecall): owners are studying the offer together with the city council requirements. ","0.000000","0.000000"
"Ramblas 85","","Ramblas 85","Barcelona","08001","","Andamio","","","","","0.00 €","0.00 €","0.00 €","0.00 €","0.00 €","C","19.07.2013","07.01.2015","Perdido ante la competencia","50%","50%","100%","01.12.2014","31.05.2015","Ramon, Silvia","","0.000000","0.000000"
"Ramblas 89 / Boqueria","","Ramblas 89 / Boqueria","Barcelona","08001","Ramblas 89","Andamio","CLIAN","MONTSE LLABERIA","93-4443348","mlc@clianholding.com","195,465.00 €","175,000.00 €","13,451.00 €","583,184.10 €","292,163.10 €","B","28.05.2014","08.11.2016","Contrato firmado","100%","50%","100%","15.02.2017","15.12.2017","Ramon, Silvia","","41.381948","2.172341"
"Ramblas, 78-80","","Ramblas, 78","Barcelona","08000","ramblas, 78-80","Andamio","","","","","97,058.00 €","88,235.00 €","8,823.00 €","63,087.70 €","58,143.70 €","C","26.05.2006","26.05.2008","Contrato firmado","100%","","","01.05.2008","30.11.2008","Morata, Rosi","","0.000000","0.000000"
"Rbla. Catalunya 117","","Rbla. Catalunya 117","Barcelona","08006","Rbla. Catalunya 117","Andamio","","","","","82,800.00 €","63,000.00 €","19,800.00 €","135,720.00 €","55,660.00 €","C","13.03.2006","09.02.2010","Perdido ante la competencia","","","","01.11.2006","28.02.2007","Morata, Rosi","","0.000000","0.000000"
"Rbla. Catalunya 6 / Pza. Catalunya","","Rbla. Catalunya 6","Barcelona","","Rbla. Catalunya 6","Andamio","","","","","67,900.00 €","58,000.00 €","9,900.00 €","113,100.00 €","26,780.00 €","","06.02.2006","05.07.2006","Perdido ante la competencia","","","","01.10.2006","31.12.2006","Morata, Rosi","","0.000000","0.000000"
"Rda. Universidad 12","","Rda. Universidad 12","Barcelona","08000","Rda. Universidad 12","Andamio","","Manuel Duran Arroyo","","comunidad.manel@cafur.es","0.00 €","0.00 €","0.00 €","0.00 €","0.00 €","C","03.01.2006","14.02.2012","Perdido ante la competencia","75%","","","01.09.2009","31.12.2009","Morata, Rosi","","0.000000","0.000000"
"Reina Cristina, 1","","Reina Cristina, 1","Barcelona","","Reina Cristina, 1","Andamio","","","","","85,500.00 €","69,000.00 €","16,500.00 €","100,425.00 €","-48,235.00 €","","17.05.2006","26.04.2007","Perdido ante la competencia","","","","01.01.0001","01.01.0001","Morata, Rosi","","0.000000","0.000000"
"Reina Victoria 3","","Glorieta Cuatro Caminos/Reina Victoria 3","Madrid","28003","","Andamio","","","","","51,365.00 €","45,000.00 €","5,000.00 €","29,990.00 €","23,504.00 €","B","10.06.2014","10.07.2014","Contrato firmado","100%","50%","100%","01.11.2014","28.02.2015","Arrogante, Juanjo Martinez","","40.446723","-3.704463"
"Reino de Valencia 81","","Reino de Valencia 81","Valencia","46005","Perís y Valero","Medianera","","","","","8,910.00 €","0.00 €","8,910.00 €","0.00 €","-500.00 €","","21.02.2006","25.01.2007","Contrato firmado","","","","01.10.2002","01.10.2005","Arrogante, Juanjo Martinez","","0.000000","0.000000"
"República Dominicana 1","","República Dominicana 1","Madrid","","República Dominicana 1","Andamio","","","","","89,698.25 €","70,000.00 €","19,698.25 €","162,107.73 €","7,602.83 €","","13.03.2006","09.06.2006","Perdido ante la competencia","","","","01.01.0001","01.01.0001","Arrogante, Juanjo Martinez","","0.000000","0.000000"
"República Dominicana 7","","República Dominicana 7","Madrid","28016","","Medianera","","","","","94,000.00 €","75,000.00 €","19,000.00 €","170,950.00 €","151,770.00 €","","09.01.2006","23.05.2007","Contrato firmado","","","","01.10.2004","31.10.2005","Arrogante, Juanjo Martinez","","0.000000","0.000000"
"REpública Dominicana 7 ","","República Dominicana 7 ","Madrid","28016","República Dominicana 7","Andamio","Ricardo Ros","ricardo cos","619099037","","149,456.35 €","120,000.00 €","19,882.35 €","278,695.99 €","88,027.99 €","B","23.02.2018","08.02.2019","Contrato firmado","100%","50%","50%","01.01.2020","31.05.2020","Carranza, Laura","","40.457612","-3.676472"
"República Dominicana 7 - 2015","","República Dominicana 7","Madrid","28005","","Andamio","","","","","6,825.00 €","0.00 €","0.00 €","20,475.00 €","-39,525.00 €","B","14.05.2015","11.06.2015","Perdido ante la competencia","75%","100%","100%","01.10.2015","31.03.2016","Arrogante, Juanjo Martinez","","0.000000","0.000000"
"República Dominicana 7 - 2015","","República Dominicana 7 - 2015","Madrid","28016","","Andamio","","","","","105,823.53 €","80,000.00 €","18,823.53 €","112,000.00 €","18,576.70 €","B","21.04.2015","17.06.2015","Contrato firmado","100%","50%","50%","01.03.2017","30.06.2017","Arrogante, Juanjo Martinez","","40.457612","-3.676472"
"República Dominicana 8","","República Dominicana 8+RD 7","Madrid","28000","República Dominicana 8","Andamio","","","","","0.00 €","0.00 €","0.00 €","0.00 €","0.00 €","B","03.04.2019","13.08.2021","Perdido ante la competencia","50%","50%","50%","01.06.2019","31.10.2019","Carranza, Laura","","0.000000","0.000000"
"República Dominicana 8","","República Dominicana 8","Madrid","28000","República Dominicana 8","Andamio","","","","","146,782.00 €","120,000.00 €","19,882.00 €","433,528.00 €","250,028.50 €","B","03.04.2019","13.08.2021","Perdido ante la competencia","50%","50%","50%","01.06.2019","30.11.2019","Carranza, Laura","","0.000000","0.000000"
